#! FIELDS time dcore.z orien.z sigma_dcore.z sigma_orien.z height biasf
#! SET multivariate false
                   0.25      5.843384320809264     -1.158249732163199                    0.1                   0.15      2.105263157894737                     20
                    0.5      5.827904165652171     -1.188702965687867                    0.1                   0.15      1.907160709923486                     20
                   0.75      5.804803131242124     -1.203728076550874                    0.1                   0.15      1.758245749001753                     20
                      1      5.785309362163957     -1.172133586507016                    0.1                   0.15      1.636841632312479                     20
                   1.25      5.776769632229843     -1.204454164734443                    0.1                   0.15      1.531849717854529                     20
                    1.5      5.761499897282079     -1.238385524339378                    0.1                   0.15      1.482521590232548                     20
                   1.75      5.756659914749775     -1.264998271228706                    0.1                   0.15      1.428190928668133                     20
                      2      5.757548253070581     -1.258307880194138                    0.1                   0.15      1.320663827925272                     20
                   2.25      5.752790127111211     -1.262608015343858                    0.1                   0.15      1.254764853702756                     20
                    2.5      5.731046294347948     -1.327591631649625                    0.1                   0.15      1.370771654975864                     20
                   2.75      5.709718084935389     -1.409177154482677                    0.1                   0.15      1.583921371437603                     20
                      3      5.701262210192795      -1.46210398166204                    0.1                   0.15      1.642335013705135                     20
                   3.25      5.688748572536042     -1.436128851188982                    0.1                   0.15      1.477069929696187                     20
                    3.5      5.668596944220212     -1.463931624839461                    0.1                   0.15      1.489596401106144                     20
                   3.75      5.641136870214609     -1.467507298054329                    0.1                   0.15      1.478430003035535                     20
                      4       5.61800898939623     -1.417615990389436                    0.1                   0.15      1.417862305565493                     20
                   4.25      5.593944992378965     -1.374503654315049                    0.1                   0.15        1.4417878793555                     20
                    4.5      5.570523575621564     -1.304068865963472                    0.1                   0.15       1.53975823159902                     20
                   4.75      5.551446475159878     -1.309395908860438                    0.1                   0.15      1.511187791809593                     20
                      5      5.526636494528248     -1.287940763708093                    0.1                   0.15      1.540427968964747                     20
                   5.25      5.485707744796287     -1.286614553259824                    0.1                   0.15      1.600391759754828                     20
                    5.5      5.440381778140591     -1.313980332099618                    0.1                   0.15      1.656832850339955                     20
                   5.75      5.401867695264855     -1.342404130696764                    0.1                   0.15      1.688142741421913                     20
                      6      5.375225669952783     -1.338295498242701                    0.1                   0.15      1.649836306825691                     20
