#! FIELDS time all beta_beta alpha_alpha alpha_beta ctail_glob
 0.000000 164.060154 90.291742 12.415563 9.471954 0.352500
 1.000000 172.228515 93.361030 12.327736 9.355552 0.332617
 2.000000 173.847558 95.188842 11.998725 9.801321 0.402693
 3.000000 178.394763 98.201347 11.938925 9.832009 0.410017
 4.000000 175.161082 99.135912 12.374369 10.003135 0.434114
 5.000000 170.967916 96.864466 12.019517 9.644611 0.440897
 6.000000 166.887663 95.623987 10.960884 9.307383 0.400829
 7.000000 168.382460 100.698623 10.043784 8.532245 0.343053
 8.000000 165.123581 99.062853 10.328378 7.601188 0.331304
 9.000000 169.677895 100.645076 11.416622 7.413546 0.362566
 10.000000 173.880606 104.714752 11.892096 7.311011 0.397504
 11.000000 177.682545 106.612075 11.697554 7.478061 0.510396
 12.000000 177.957706 106.537838 11.511310 7.311833 0.521394
 13.000000 179.764029 104.758787 11.049066 8.114037 0.639486
 14.000000 187.896138 109.160423 11.871011 7.692068 0.710993
 15.000000 192.559485 112.012424 11.084131 8.985685 1.245144
 16.000000 196.146628 114.410275 11.103364 9.219412 1.266970
 17.000000 191.297193 108.132734 11.396343 9.090000 1.041990
 18.000000 193.147551 109.388070 11.058377 9.372038 0.981399
 19.000000 192.159236 108.782353 10.967979 9.414814 0.941113
 20.000000 190.163416 110.039187 11.414510 8.722327 0.995437
 21.000000 184.934624 108.210192 11.899067 7.861430 1.457827
 22.000000 182.788217 105.503491 11.861920 6.739407 1.888863
 23.000000 180.791278 104.811809 12.574348 6.931918 2.089842
 24.000000 178.860094 104.423188 12.590260 8.509113 2.262292
 25.000000 183.392282 110.020118 12.276295 9.211504 2.115073
 26.000000 181.280972 110.938041 12.103782 9.457265 1.763564
 27.000000 183.608020 112.478700 11.842340 11.281021 2.504793
 28.000000 184.420958 112.324448 11.561229 12.492548 2.114943
 29.000000 189.929698 110.918303 11.357001 14.499584 2.401075
 30.000000 186.345777 108.473916 11.985017 13.541105 2.459579
 31.000000 186.115860 106.356522 11.860062 15.122693 2.771796
 32.000000 188.249327 106.849163 11.998948 14.515327 2.987956
 33.000000 191.109245 108.404103 11.484039 14.134622 3.269462
 34.000000 192.025015 108.801698 11.393098 16.009805 2.392404
 35.000000 193.483871 108.060792 10.876131 17.935498 2.639657
 36.000000 197.153196 106.581759 11.680196 18.753352 2.670121
 37.000000 200.080562 106.954699 12.072375 18.654266 2.272560
 38.000000 204.803013 112.845815 11.100713 16.373553 3.002309
 39.000000 200.549161 113.284422 10.592686 15.393413 2.840629
 40.000000 196.140614 108.512467 10.920156 15.316656 3.103268
 41.000000 193.323423 109.183477 11.066558 15.829731 2.664364
