#! FIELDS time all meta.bias
 0.000000 273.540743 0.000000
 0.250000 271.234933 0.000000
 0.500000 269.560745 0.480909
 0.750000 266.355062 0.754080
 1.000000 261.920260 0.681003
 1.250000 263.628040 1.313491
 1.500000 259.336747 1.093988
 1.750000 255.375900 0.841438
 2.000000 251.208702 0.653745
 2.250000 248.738591 0.783922
 2.500000 248.098074 1.134249
 2.750000 247.624381 1.475102
 3.000000 244.079923 1.266553
 3.250000 246.488754 2.047353
 3.500000 252.733768 2.525798
 3.750000 251.455843 2.884581
 4.000000 252.215526 3.141142
 4.250000 252.832225 3.375445
 4.500000 251.299485 3.694027
 4.750000 254.215615 3.722605
 5.000000 249.618746 4.038247
 5.250000 243.522634 2.528658
 5.500000 244.704183 3.262166
 5.750000 246.966286 4.217309
 6.000000 245.481249 4.004895
 6.250000 249.331085 5.008728
 6.500000 249.898438 5.214901
 6.750000 251.643309 5.278390
 7.000000 243.104760 3.599915
 7.250000 242.230637 3.434043
 7.500000 241.817286 3.492907
 7.750000 231.183835 0.297000
 8.000000 233.516967 1.079977
 8.250000 232.663399 1.351138
 8.500000 230.700359 1.447256
 8.750000 230.977880 1.865289
 9.000000 235.119934 2.701591
 9.250000 235.512523 3.045395
 9.500000 236.676457 3.474012
 9.750000 233.866003 3.345145
 10.000000 232.687551 3.412496
 10.250000 234.592644 3.953835
 10.500000 231.325306 3.583277
 10.750000 230.583855 3.628339
 11.000000 232.685461 4.366592
 11.250000 230.699008 4.111983
 11.500000 233.434462 4.895272
 11.750000 229.532598 4.103053
 12.000000 231.694090 4.997718
 12.250000 227.262184 3.484713
 12.500000 221.474175 1.185042
 12.750000 222.154252 1.808715
 13.000000 222.629088 2.330149
 13.250000 220.735994 2.005370
 13.500000 220.013789 2.122539
 13.750000 221.162033 2.804933
 14.000000 223.682012 3.885744
 14.250000 225.492569 4.680590
 14.500000 225.179018 4.786870
 14.750000 224.938557 4.910396
 15.000000 226.837050 5.641319
 15.250000 234.351172 6.137848
 15.500000 240.217794 5.486044
 15.750000 235.652252 6.197837
 16.000000 237.956415 5.979704
 16.250000 237.142022 6.257245
 16.500000 231.102467 6.872562
 16.750000 221.192307 3.965334
 17.000000 223.040664 4.944730
 17.250000 224.088920 5.530542
 17.500000 221.776227 4.784470
 17.750000 221.519602 4.871791
 18.000000 221.896447 5.227211
 18.250000 220.269833 4.675941
 18.500000 216.588730 3.011286
 18.750000 217.177442 3.589135
 19.000000 212.871009 1.802999
 19.250000 209.156197 0.973034
 19.500000 207.195514 0.979995
 19.750000 209.371672 1.826179
 20.000000 206.948414 1.672259
 20.250000 204.858682 1.604117
 20.500000 209.669395 2.835133
 20.750000 206.540149 2.555433
 21.000000 211.589291 3.656632
 21.250000 210.401821 3.733229
 21.500000 210.502205 3.989997
 21.750000 210.366009 4.200924
 22.000000 207.222426 3.786371
 22.250000 205.627763 3.544532
 22.500000 206.177904 3.973677
 22.750000 208.690884 4.796045
 23.000000 217.706133 5.679572
 23.250000 219.240784 6.106875
 23.500000 221.604787 6.691500
 23.750000 216.284635 5.880056
 24.000000 213.310805 5.715068
 24.250000 213.519348 5.898051
 24.500000 208.209042 5.282584
 24.750000 207.084589 5.125380
 25.000000 201.376025 2.690269
 25.250000 201.546642 3.070338
 25.500000 204.649735 4.810345
 25.750000 204.585737 4.979640
 26.000000 207.248482 6.075226
 26.250000 207.544220 6.296773
 26.500000 213.065568 6.684465
 26.750000 211.918328 6.865191
 27.000000 212.154257 6.988957
 27.250000 213.069565 7.077991
 27.500000 208.382227 7.007387
 27.750000 209.274966 7.274906
 28.000000 217.519197 7.166215
 28.250000 223.435247 7.497273
 28.500000 226.460950 7.725051
 28.750000 227.412818 7.853194
 29.000000 227.933823 7.963374
 29.250000 228.070936 8.069216
 29.500000 228.581948 8.164466
 29.750000 228.757890 8.262553
 30.000000 230.610620 8.232799
 30.250000 229.565430 8.425065
 30.500000 227.164492 8.541139
 30.750000 228.985577 8.641316
 31.000000 224.763252 8.519454
 31.250000 226.207049 8.757302
 31.500000 226.491133 8.869418
 31.750000 226.125551 8.931643
 32.000000 224.174192 8.793866
 32.250000 225.095659 9.007164
 32.500000 231.999007 8.671582
 32.750000 235.638348 7.580667
 33.000000 238.038894 6.900859
 33.250000 235.145406 7.987166
 33.500000 236.952432 7.470922
 33.750000 235.543898 8.069456
 34.000000 236.677741 7.783211
 34.250000 237.748960 7.537136
 34.500000 233.779250 8.940017
 34.750000 230.123156 9.667854
 35.000000 231.980595 9.518477
 35.250000 234.156096 9.054531
 35.500000 230.331638 9.876548
 35.750000 228.563897 9.955491
 36.000000 230.465812 10.009720
 36.250000 232.201941 9.836477
 36.500000 233.632188 9.543996
 36.750000 236.792387 8.458082
 37.000000 239.517649 7.547423
 37.250000 243.403844 6.847115
 37.500000 243.341699 6.986444
