#! FIELDS time dcore.z all sigma_dcore.z sigma_all height biasf
#! SET multivariate false
                   0.25      3.000694838096934      259.1373834946964                   0.05                      6      2.222222222222222                     10
                    0.5      2.975138335844463      259.1868167721015                   0.05                      6      1.839265850165589                     10
                   0.75      2.966531607049205       258.973425207337                   0.05                      6      1.571827728928268                     10
                      1      2.963084175942186      258.3292656302211                   0.05                      6       1.36998079869864                     10
                   1.25      2.947438448411503      251.1071767412797                   0.05                      6      1.760266417335475                     10
                    1.5      2.925031764780215      250.9551110400421                   0.05                      6      1.622488685612021                     10
                   1.75      2.891568555982076      253.4157437924536                   0.05                      6      1.634069156832793                     10
                      2      2.865002093353155      257.6519751153371                   0.05                      6      1.763422206389629                     10
                   2.25      2.841513086514738      263.1082114621689                   0.05                      6      1.912183129116741                     10
                    2.5      2.813849322142801      259.2046081348189                   0.05                      6      1.700499784118427                     10
                   2.75      2.794450149651766      253.3843699023181                   0.05                      6      1.806133095411657                     10
                      3      2.793966940463406      247.3751538845831                   0.05                      6      1.882709027874288                     10
                   3.25      2.775943731277266      247.3474999822803                   0.05                      6      1.636125531308918                     10
                    3.5       2.78743687229337      245.1746408040503                   0.05                      6      1.477141836636832                     10
                   3.75       2.80725388133817      243.4262431280837                   0.05                      6      1.426001865092783                     10
                      4      2.830370739931141      243.8024771861347                   0.05                      6      1.341750664175644                     10
                   4.25      2.863130156044918       242.328134234914                   0.05                      6      1.525756820834527                     10
                    4.5      2.908005807088329      243.7211532310064                   0.05                      6      1.532964227206422                     10
                   4.75      2.934000341564343      242.9201160526405                   0.05                      6      1.523060987573749                     10
                      5      2.968450109812579      237.5751062496831                   0.05                      6      1.897953787958992                     10
                   5.25      3.000611751934343      235.5025559285286                   0.05                      6      1.843762541493543                     10
                    5.5      3.044860687213031      233.2490023730242                   0.05                      6      1.891661793220441                     10
                   5.75      3.096139873431412      226.8435911152787                   0.05                      6      2.065911836009197                     10
                      6      3.122106034246599      227.0755040975048                   0.05                      6      1.798995579971577                     10
                   6.25      3.124664324944888      231.1506433159869                   0.05                      6      1.604996439001982                     10
                    6.5      3.110350262088559      233.9279136444046                   0.05                      6      1.468746212492662                     10
                   6.75      3.097586542193085      233.7769376035027                   0.05                      6      1.241727910803388                     10
                      7      3.116501390873622      230.8527151909616                   0.05                      6      1.062711506920175                     10
