#! FIELDS time dcore.z all meta.bias
 0.000000 3.001462 250.474583 0.000000
 0.250000 3.000695 259.137383 0.000000
 0.500000 2.976062 259.176442 1.976856
 0.750000 2.973149 258.911263 3.597404
 1.000000 2.980917 258.009120 4.803520
 1.250000 2.981122 250.272808 2.110860
 1.500000 2.974607 249.735490 3.478357
 1.750000 2.960348 249.026248 4.455495
 2.000000 2.960327 254.196426 7.384820
 2.250000 2.966190 256.003688 8.032452
 2.500000 2.950510 258.322473 8.482273
 2.750000 2.954190 252.795872 9.283077
 3.000000 2.955675 241.427952 1.791160
 3.250000 2.936548 244.341271 5.150409
 3.500000 2.941195 247.850849 7.864635
 3.750000 2.956143 245.412360 7.315107
 4.000000 2.971187 240.050000 4.649877
 4.250000 2.985433 235.543435 2.820496
 4.500000 3.004140 235.475411 4.278877
 4.750000 3.005136 236.028930 5.623819
 5.000000 3.010255 238.933401 7.989253
 5.250000 3.015021 234.637006 6.697828
 5.500000 3.025400 229.974622 4.057235
 5.750000 3.044273 227.562233 3.616747
 6.000000 3.045514 225.730824 3.716123
 6.250000 3.047850 224.655794 4.127355
 6.500000 3.060173 225.954634 6.328225
 6.750000 3.076391 224.591660 6.512840
 7.000000 3.099956 221.917945 5.480868
 7.250000 3.124227 223.613664 7.739644
 7.500000 3.147784 225.629483 9.732169
 7.750000 3.145277 222.914890 8.837461
 8.000000 3.124094 218.271080 5.277390
 8.250000 3.102554 216.888272 4.053676
 8.500000 3.078815 215.567327 3.750980
 8.750000 3.068021 208.106805 1.334441
 9.000000 3.061519 213.368563 5.365515
 9.250000 3.065722 213.242590 6.069456
 9.500000 3.102821 210.049971 3.627380
 9.750000 3.124095 206.818860 3.661423
 10.000000 3.149608 211.010846 6.989333
 10.250000 3.158865 205.971535 5.532064
 10.500000 3.155583 205.282490 6.120959
 10.750000 3.141152 198.745929 1.974116
 11.000000 3.117373 195.799771 2.033931
 11.250000 3.097241 201.440984 5.740960
 11.500000 3.087365 205.053269 6.414612
 11.750000 3.081473 199.048837 2.345001
 12.000000 3.091986 189.880707 0.460860
 12.250000 3.111400 192.427500 1.650927
 12.500000 3.125616 192.197985 3.688488
 12.750000 3.128033 196.098389 4.609177
 13.000000 3.119496 205.809192 3.555941
 13.250000 3.106535 203.779491 7.108424
 13.500000 3.096055 206.242851 9.433186
 13.750000 3.069038 213.560738 10.356873
 14.000000 3.042962 222.900484 10.862761
 14.250000 3.016137 219.311188 7.826938
 14.500000 2.989241 220.165521 5.495074
 14.750000 2.947461 224.995441 7.059742
 15.000000 2.925817 217.207609 4.266306
 15.250000 2.913034 210.611697 3.228954
 15.500000 2.901245 207.419165 1.794094
 15.750000 2.905330 207.663749 2.332386
 16.000000 2.915604 205.370709 2.604975
 16.250000 2.920690 207.036520 3.165661
 16.500000 2.915340 207.232788 4.197986
 16.750000 2.913286 205.016345 4.541317
 17.000000 2.932400 200.398343 2.692730
 17.250000 2.943960 197.748320 2.112794
 17.500000 2.960639 189.370416 0.868311
 17.750000 2.958747 182.058786 0.928447
 18.000000 2.948553 176.331972 1.316922
 18.250000 2.941768 172.193654 1.860901
 18.500000 2.930065 174.939404 3.974045
 18.750000 2.914848 175.910671 5.226427
 19.000000 2.889454 174.539579 6.067801
 19.250000 2.867637 179.087707 6.974446
 19.500000 2.863219 180.800058 7.329597
 19.750000 2.882651 181.943916 7.682821
 20.000000 2.920712 179.698686 9.508054
 20.250000 2.946568 178.288431 10.405021
 20.500000 2.961365 176.097680 10.803735
 20.750000 2.970136 172.879231 9.021330
