#! FIELDS time dcore.z all meta.bias
 0.000000 3.001462 250.474583 0.000000
 0.250000 3.000695 259.137383 0.000000
 0.500000 2.975858 259.137123 0.441967
 0.750000 2.971548 258.944067 0.895795
 1.000000 2.976951 258.272362 1.347001
 1.250000 2.974527 251.214429 0.289455
 1.500000 2.964875 252.255320 0.900503
 1.750000 2.947491 252.575882 1.246298
 2.000000 2.944647 253.661771 1.753043
 2.250000 2.947436 251.270572 1.835134
 2.500000 2.936296 252.097897 2.228078
 2.750000 2.920590 249.254570 1.595245
 3.000000 2.903708 244.507037 0.453163
 3.250000 2.869750 245.529866 0.697074
 3.500000 2.853756 245.929093 0.944755
 3.750000 2.867169 243.945092 1.348425
 4.000000 2.882321 241.763544 1.299753
 4.250000 2.906182 239.851339 1.029645
 4.500000 2.935590 240.664803 1.197395
 4.750000 2.956100 242.505145 1.395842
 5.000000 2.977025 238.642941 0.832798
 5.250000 2.998211 235.541898 0.527153
 5.500000 3.028707 234.689988 0.607375
 5.750000 3.067465 239.175434 0.434347
 6.000000 3.083089 233.882104 0.572643
 6.250000 3.076098 231.312564 0.748308
 6.500000 3.065707 232.958531 1.505738
 6.750000 3.052589 233.779474 2.046233
 7.000000 3.053950 231.071997 1.910871
 7.250000 3.061088 228.828055 1.536201
 7.500000 3.061688 225.489156 0.808912
 7.750000 3.051249 225.229337 1.170171
 8.000000 3.028048 227.749267 1.918144
 8.250000 3.004161 227.957506 1.715169
 8.500000 2.978308 227.249180 1.256877
 8.750000 2.966136 227.502615 1.389396
 9.000000 2.975866 226.199821 1.875533
 9.250000 2.982278 226.312776 2.449102
 9.500000 2.991848 221.448742 1.131227
 9.750000 3.000229 221.051367 1.454637
 10.000000 3.011621 215.202774 0.314043
 10.250000 3.028769 212.233373 0.405241
 10.500000 3.043085 211.858984 0.775726
 10.750000 3.058864 216.194271 1.055866
 11.000000 3.061510 216.260629 1.458311
 11.250000 3.066334 213.805871 1.744062
 11.500000 3.074999 218.023670 1.776437
 11.750000 3.082528 221.152057 1.749080
 12.000000 3.101699 220.383201 1.685277
 12.250000 3.137289 225.422108 0.907437
 12.500000 3.175976 225.710661 0.574936
 12.750000 3.199522 222.588341 0.583593
 13.000000 3.206771 224.637094 1.014363
 13.250000 3.212683 220.789709 0.998879
 13.500000 3.220652 217.506784 0.688667
 13.750000 3.208306 219.854386 1.675773
 14.000000 3.192156 222.438915 2.381897
 14.250000 3.161973 219.013038 2.063490
 14.500000 3.126598 218.072378 2.280866
 14.750000 3.076141 222.072234 3.146797
 15.000000 3.029321 222.617028 3.468956
 15.250000 2.998102 223.491038 3.496316
 15.500000 2.964891 224.367820 2.952560
 15.750000 2.954193 225.918144 2.978183
 16.000000 2.951918 233.516393 1.640103
 16.250000 2.937104 234.507558 1.719317
 16.500000 2.915359 236.178482 1.889712
 16.750000 2.898052 233.620063 1.479153
 17.000000 2.902807 231.776737 1.766213
 17.250000 2.899567 224.471855 1.138776
 17.500000 2.897249 226.029778 1.684766
 17.750000 2.877038 232.296296 1.721628
 18.000000 2.870358 229.322045 1.726768
 18.250000 2.872561 228.588404 2.136154
 18.500000 2.872762 229.987901 2.632540
 18.750000 2.871386 232.063824 2.889047
 19.000000 2.853248 226.286743 1.975469
 19.250000 2.827678 226.170088 1.546766
 19.500000 2.810556 234.139944 0.988015
 19.750000 2.811982 236.810283 1.100519
 20.000000 2.825287 236.052449 1.943016
 20.250000 2.814756 232.667328 2.301309
 20.500000 2.805804 231.935905 2.358556
 20.750000 2.795146 236.694505 1.941779
