#! FIELDS alpha_beta dcore.z file.free der_alpha_beta der_dcore.z
#! SET min_alpha_beta -3.16155
#! SET max_alpha_beta 45.6111
#! SET nbins_alpha_beta  123
#! SET periodic_alpha_beta false
#! SET min_dcore.z 0.806967
#! SET max_dcore.z 4.98004
#! SET nbins_dcore.z  210
#! SET periodic_dcore.z false
   -3.161550000    0.806967000   -6.137612938   -0.007406091   -0.000278612
   -2.761774180    0.806967000   -6.282336267   -0.006838341   -0.000241928
   -2.361998361    0.806967000   -6.418328502   -0.006387607   -0.000211859
   -1.962222541    0.806967000   -6.545697801   -0.006037288   -0.000187083
   -1.562446721    0.806967000   -6.664571054   -0.005775072   -0.000166571
   -1.162670902    0.806967000   -6.775083118   -0.005592450   -0.000149514
   -0.762895082    0.806967000   -6.877373386   -0.005484383   -0.000135277
   -0.363119262    0.806967000   -6.971586717   -0.005449177   -0.000123359
    0.036656557    0.806967000   -7.057879458   -0.005488542   -0.000113358
    0.436432377    0.806967000   -7.136415453   -0.005608231   -0.000104955
    0.836208197    0.806967000   -7.207365108   -0.005819193   -0.000097893
    1.235984016    0.806967000   -7.270907939   -0.006139537   -0.000091964
    1.635759836    0.806967000   -7.327229030   -0.006598251   -0.000087003
    2.035535656    0.806967000   -7.376518539   -0.007241947   -0.000082874
    2.435311475    0.806967000   -7.418969625   -0.008148029   -0.000079467
    2.835087295    0.806967000   -7.454777875   -0.009452297   -0.000076693
    3.234863115    0.806967000   -7.484137979   -0.011413940   -0.000074482
    3.634638934    0.806967000   -7.507242210   -0.014592642   -0.000072775
    4.034414754    0.806967000   -7.524277441   -0.020455841   -0.000071529
    4.434190574    0.806967000   -7.535422519   -0.034460093   -0.000070707
    4.833966393    0.806967000   -7.540845676   -0.108242538   -0.000070285
    5.233742213    0.806967000   -7.540701606    0.098291775   -0.000070244
    5.633518033    0.806967000   -7.535129077    0.034520100   -0.000070574
    6.033293852    0.806967000   -7.524248616    0.021307699   -0.000071272
    6.433069672    0.806967000   -7.508160546    0.015653970   -0.000072341
    6.832845492    0.806967000   -7.486943750    0.012551746   -0.000073792
    7.232621311    0.806967000   -7.460654496    0.010618310   -0.000075642
    7.632397131    0.806967000   -7.429326458    0.009319149   -0.000077916
    8.032172951    0.806967000   -7.392970721    0.008404603   -0.000080650
    8.431948770    0.806967000   -7.351577119    0.007742979   -0.000083885
    8.831724590    0.806967000   -7.305115010    0.007258715   -0.000087678
    9.231500410    0.806967000   -7.253535851    0.006905875   -0.000092093
    9.631276230    0.806967000   -7.196775075    0.006655420   -0.000097214
   10.031052049    0.806967000   -7.134754782    0.006488619   -0.000103140
   10.430827869    0.806967000   -7.067385825    0.006393395   -0.000109989
   10.830603689    0.806967000   -6.994571440    0.006362263   -0.000117908
   11.230379508    0.806967000   -6.916209387    0.006391077   -0.000127070
   11.630155328    0.806967000   -6.832194193    0.006478286   -0.000137689
   12.029931148    0.806967000   -6.742420218    0.006624550   -0.000150020
   12.429706967    0.806967000   -6.646783382    0.006832529   -0.000164375
   12.829482787    0.806967000   -6.545183399    0.007106860   -0.000181136
   13.229258607    0.806967000   -6.437525918    0.007454267   -0.000200765
   13.629034426    0.806967000   -6.323724009    0.007883785   -0.000223834
   14.028810246    0.806967000   -6.203700030    0.008407123   -0.000251041
   14.428586066    0.806967000   -6.077387382    0.009039177   -0.000283250
   14.828361885    0.806967000   -5.944732483    0.009798713   -0.000321529
   15.228137705    0.806967000   -5.805697072    0.010709280   -0.000367202
   15.627913525    0.806967000   -5.660008799    0.011807648   -0.000422018
   16.027689344    0.806967000   -5.507214346    0.013146598   -0.000488240
