#! FIELDS all file.free der_all
#! SET min_all 133.719
#! SET max_all 292.448
#! SET nbins_all  76
#! SET periodic_all false
  133.719000000   25.539359567   -0.002553070
  135.835386667   25.528776182   -0.008141581
  137.951773333   25.498776197   -0.022167118
  140.068160000   25.422757029   -0.053319211
  142.184546667   25.252199957   -0.113467000
  144.300933333   24.913832350   -0.213395679
  146.417320000   24.318089101   -0.355639778
  148.533706667   23.387769951   -0.525295680
  150.650093333   22.099292134   -0.687257884
  152.766480000   20.515996377   -0.796437775
  154.882866667   18.790356529   -0.817911057
  156.999253333   17.118628979   -0.748186008
  159.115640000   15.663851568   -0.621382397
  161.232026667   14.488938985   -0.492373111
  163.348413333   13.551031206   -0.401331307
  165.464800000   12.761858102   -0.348557080
  167.581186667   12.071375571   -0.301324280
  169.697573333   11.504103567   -0.229952595
  171.813960000   11.108057598   -0.144706507
  173.930346667   10.866607312   -0.093051708
  176.046733333   10.658278305   -0.117763685
  178.163120000   10.316890674   -0.212233741
  180.279506667    9.753811427   -0.314758983
  182.395893333    9.031279158   -0.354047927
  184.512280000    8.319342317   -0.308368870
  186.628666667    7.758250996   -0.222096082
  188.745053333    7.352075917   -0.173153034
  190.861440000    6.969469264   -0.200991939
  192.977826667    6.467921151   -0.275927582
  195.094213333    5.817566788   -0.331679336
  197.210600000    5.112512335   -0.325798937
  199.326986667    4.475472698   -0.271873414
  201.443373333    3.961881376   -0.216527459
  203.559760000    3.540112443   -0.186400788
  205.676146667    3.166203926   -0.167345418
  207.792533333    2.847652166   -0.129523550
  209.908920000    2.636407042   -0.070500518
  212.025306667    2.546332006   -0.021608989
  214.141693333    2.508395412   -0.025932589
  216.258080000    2.390301071   -0.095325755
  218.374466667    2.083418036   -0.194690180
  220.490853333    1.587666190   -0.266593288
  222.607240000    1.007248492   -0.271497235
  224.723626667    0.489354752   -0.210486779
  226.840013333    0.141612352   -0.116431774
  228.956400000    0.000000000   -0.019705320
  231.072786667    0.050184447    0.062964816
  233.189173333    0.255067654    0.123120459
  235.305560000    0.552829691    0.150973384
  237.421946667    0.871359652    0.143549070
  239.538333333    1.158749092    0.128975859
  241.654720000    1.452892395    0.159949409
  243.771106667    1.902434873    0.280248396
  245.887493333    2.701471882    0.483716023
  248.003880000    3.972451320    0.713198066
  250.120266667    5.688558794    0.892674880
  252.236653333    7.685486291    0.975150155
  254.353040000    9.748192075    0.957326023
  256.469426667   11.690114173    0.866227882
  258.585813333   13.390877558    0.734939153
  260.702200000   14.797528263    0.591559388
  262.818586667   15.913139059    0.467390697
  264.934973333   16.812266510    0.391775492
  267.051360000   17.625586519    0.387546960
  269.167746667   18.505040140    0.450110176
  271.284133333   19.555526513    0.539573743
  273.400520000   20.772835957    0.600326885
  275.516906667   22.046951448    0.589240480
  277.633293333   23.215029769    0.503205128
  279.749680000   24.147093099    0.372686545
  281.866066667   24.793053816    0.240247224
  283.982453333   25.184779971    0.134180580
  286.098840000   25.390818748    0.065584027
  288.215226667   25.485604015    0.028195962
  290.331613333   25.524465700    0.010351272
  292.448000000   25.537879030    0.003434111
