#! FIELDS time all beta_beta alpha_alpha alpha_beta ctail_glob
 0.000000 273.544524 121.654022 13.720519 42.101579 3.670078
 1.000000 271.236628 120.803167 13.627662 41.588301 3.544956
 2.000000 269.505036 119.779569 13.481773 41.465638 3.679294
 3.000000 265.906935 117.898100 13.603513 41.343053 3.559765
 4.000000 260.472631 116.904930 13.377300 40.658339 2.908531
 5.000000 262.458352 117.333563 13.370394 40.773239 3.659732
 6.000000 259.078350 117.909338 13.521923 39.411683 3.238783
 7.000000 254.720692 114.426522 13.011590 39.044313 3.568073
 8.000000 254.481188 115.996127 13.221358 38.817233 3.105277
 9.000000 245.938432 111.829222 12.820230 36.212306 3.165551
 10.000000 246.532683 112.454422 12.728625 37.119042 2.833163
 11.000000 245.864824 113.323097 12.788954 37.522320 2.913929
 12.000000 241.723412 112.762522 13.386575 36.053110 3.416816
 13.000000 243.550334 114.313402 13.441664 36.713827 3.492891
 14.000000 237.399471 111.990211 12.423151 35.350042 2.822994
 15.000000 232.552612 109.459125 12.151110 35.318008 3.025018
 16.000000 234.213822 110.345796 12.822639 37.171006 2.247680
 17.000000 234.834294 111.498455 12.261037 38.170632 2.234633
 18.000000 241.507266 114.561570 12.295684 39.133275 2.201364
 19.000000 246.972954 116.679045 13.248097 39.758194 2.581148
 20.000000 238.575409 110.962986 13.366282 38.041013 2.720752
 21.000000 237.252928 111.998014 12.797769 36.212112 2.636196
 22.000000 236.207677 109.540415 13.220031 39.275478 2.718478
 23.000000 236.221857 110.571342 12.963310 39.160328 2.246063
 24.000000 236.732016 110.419473 12.965789 38.564528 2.202170
 25.000000 242.263404 115.044931 13.084178 40.031310 1.948343
 26.000000 237.527910 112.999475 13.047824 39.582925 2.270418
 27.000000 231.923865 113.244795 12.506595 38.535547 3.057479
 28.000000 230.684850 111.071952 12.658634 37.651414 3.578600
 29.000000 223.476832 110.233234 12.189328 36.106263 3.427258
 30.000000 222.794858 110.923679 12.554599 36.019796 2.088695
 31.000000 222.171399 110.329860 12.689436 36.874150 1.821171
 32.000000 214.968492 107.728955 12.881065 35.501223 1.489289
 33.000000 209.709927 103.509848 12.759726 33.956053 2.137940
 34.000000 208.022795 102.478496 12.724840 34.478573 3.326446
 35.000000 213.457546 107.125922 12.751515 36.003694 3.168993
 36.000000 215.215417 109.124762 12.200931 35.577834 3.250289
 37.000000 211.246184 107.534222 12.031446 34.594404 2.892619
 38.000000 209.406073 105.740830 12.139165 34.180567 3.341554
 39.000000 202.139921 99.838430 12.458478 34.003275 3.276095
 40.000000 199.015494 100.579134 12.221339 33.537669 2.275606
 41.000000 198.917372 102.423851 11.853510 31.931587 1.354196
 42.000000 197.478340 102.485515 11.400075 31.238714 1.090896
 43.000000 200.661051 105.810130 11.647644 30.765671 1.115056
 44.000000 207.088125 106.536858 12.076994 33.964229 0.893723
 45.000000 212.257790 108.132916 12.316053 36.217428 0.929269
 46.000000 220.258041 112.717921 12.891462 37.855754 0.952813
 47.000000 220.671271 114.377880 12.569592 37.286481 1.228299
 48.000000 217.427051 109.685199 12.572649 37.904674 1.579422
 49.000000 218.294417 106.593710 12.706706 37.564021 1.836979
 50.000000 226.233511 111.805886 13.575386 38.844762 2.660233
 51.000000 226.358830 112.890080 12.703539 35.989188 2.612740
 52.000000 229.552930 113.015170 12.879662 37.964195 3.610763
 53.000000 225.985119 113.315426 12.858237 38.633378 3.499926
 54.000000 221.391162 111.738230 12.853036 37.282209 3.375903
 55.000000 222.825120 110.382579 12.883048 38.021484 2.974915
 56.000000 226.221232 110.075081 13.123663 40.617978 3.689254
 57.000000 227.902912 111.835030 12.675344 36.923171 3.413618
 58.000000 230.970944 112.808004 12.331527 38.199558 3.548359
 59.000000 230.208646 113.481701 12.492083 37.156687 3.303042
 60.000000 232.114646 112.917061 12.812140 39.451498 3.554375
 61.000000 230.956052 113.899327 12.268853 40.508219 3.246816
 62.000000 226.414930 111.144738 11.923292 39.481569 3.209062
 63.000000 227.492773 113.674919 12.063324 37.559936 3.121975
 64.000000 225.383713 114.051460 12.251092 36.880677 2.260369
 65.000000 221.519549 109.103599 13.335772 36.907907 2.812042
 66.000000 217.911445 107.674676 12.695632 35.365179 3.283284
 67.000000 213.863637 107.385754 12.106104 34.451114 3.192882
 68.000000 214.109450 106.924991 12.075979 35.831818 2.421765
 69.000000 217.606043 107.812760 12.515023 34.306265 3.482176
 70.000000 216.653270 104.558584 12.856887 35.818542 3.169034
 71.000000 223.398032 108.683537 12.709441 38.111949 2.730967
 72.000000 222.644952 108.841112 13.209695 35.631637 3.256640
 73.000000 228.017586 113.432103 13.798565 35.696695 2.852944
 74.000000 220.002517 111.423507 13.288873 35.656578 1.854422
 75.000000 213.780465 109.263258 12.620625 34.116052 2.461811
 76.000000 213.779447 107.980153 12.644780 36.010434 2.509484
 77.000000 206.648563 105.867786 12.685467 34.184000 2.890603
 78.000000 205.421103 106.451834 12.181393 32.166453 2.939949
