#! FIELDS all file.free der_all
#! SET min_all 133.719
#! SET max_all 292.448
#! SET nbins_all  76
#! SET periodic_all false
  133.719000000   25.542885623   -0.002553070
  135.835386667   25.532302238   -0.008141581
  137.951773333   25.502302253   -0.022167118
  140.068160000   25.426283085   -0.053319211
  142.184546667   25.255726013   -0.113467000
  144.300933333   24.917358406   -0.213395679
  146.417320000   24.321615157   -0.355639778
  148.533706667   23.391296007   -0.525295680
  150.650093333   22.102818190   -0.687257884
  152.766480000   20.519522433   -0.796437775
  154.882866667   18.793882585   -0.817911057
  156.999253333   17.122155035   -0.748186008
  159.115640000   15.667377624   -0.621382397
  161.232026667   14.492465041   -0.492373111
  163.348413333   13.554557262   -0.401331307
  165.464800000   12.765384158   -0.348557080
  167.581186667   12.074901627   -0.301324280
  169.697573333   11.507629623   -0.229952595
  171.813960000   11.111583654   -0.144706507
  173.930346667   10.870133368   -0.093051708
  176.046733333   10.661804361   -0.117763685
  178.163120000   10.320416731   -0.212233741
  180.279506667    9.757337483   -0.314758983
  182.395893333    9.034805214   -0.354047927
  184.512280000    8.322868373   -0.308368870
  186.628666667    7.761777052   -0.222096082
  188.745053333    7.355601973   -0.173153034
  190.861440000    6.972995320   -0.200991939
  192.977826667    6.471447207   -0.275927582
  195.094213333    5.821092844   -0.331679336
  197.210600000    5.116038391   -0.325798937
  199.326986667    4.478998754   -0.271873414
  201.443373333    3.965407432   -0.216527459
  203.559760000    3.543638499   -0.186400788
  205.676146667    3.169729982   -0.167345418
  207.792533333    2.851178222   -0.129523550
  209.908920000    2.639933098   -0.070500518
  212.025306667    2.549858062   -0.021608989
  214.141693333    2.511921468   -0.025932589
  216.258080000    2.393827127   -0.095325755
  218.374466667    2.086944092   -0.194690180
  220.490853333    1.591192246   -0.266593288
  222.607240000    1.010723776   -0.271531163
  224.723626667    0.492676682   -0.210612049
  226.840013333    0.144189794   -0.116988090
  228.956400000    0.000000000   -0.021648175
  231.072786667    0.042344475    0.057142645
  233.189173333    0.226018876    0.107788900
  235.305560000    0.471934598    0.114852927
  237.421946667    0.675376803    0.066765322
  239.538333333    0.731911676   -0.018013339
  241.654720000    0.609930618   -0.091959055
  243.771106667    0.390175280   -0.102967045
  245.887493333    0.238436453   -0.027232379
  248.003880000    0.335428430    0.128496069
  250.120266667    0.827081757    0.341710445
  252.236653333    1.812423187    0.592273294
  254.353040000    3.344822512    0.852325605
  256.469426667    5.397601295    1.073864030
  258.585813333    7.824409916    1.196680448
  260.702200000   10.369844367    1.182359897
  262.818586667   12.749886739    1.050813189
  264.934973333   14.784760343    0.870255270
  267.051360000   16.461173596    0.723165584
  269.167746667   17.906909249    0.654394832
  271.284133333   19.281681254    0.648316146
  273.400520000   20.661993983    0.651214836
  275.516906667   22.008604952    0.610056276
  277.633293333   23.205191686    0.510517166
  279.749680000   24.147353130    0.374607909
  281.866066667   24.796088544    0.240551933
  283.982453333   25.188306027    0.134180580
  286.098840000   25.394344804    0.065584027
  288.215226667   25.489130071    0.028195962
  290.331613333   25.527991756    0.010351272
  292.448000000   25.541405086    0.003434111
